Agency,Platform,Url,Date Sampled,Likes/Followers/Visits/Downloads
DOT,Facebook,http://www.facebook.com/NYCDOT,2012-03-14T00:00:00,3630
EDC,Facebook,http://www.facebook.com/AppSciNYC,2012-03-14T00:00:00,3717
DYCD,Facebook,http://www.facebook.com/nycyouth,2012-03-14T00:00:00,4545
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,2012-03-14T00:00:00,7379
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,2012-03-14T00:00:00,4845
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,2012-03-14T00:00:00,5148
NYCService,Facebook,http://www.facebook.com/nycservice,2012-03-14T00:00:00,5403
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,2012-03-14T00:00:00,8839
DOH,Facebook,http://www.facebook.com/nycquits,2012-03-14T00:00:00,7943
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,2012-03-14T00:00:00,7584
DOE,Facebook,http://www.facebook.com/fundforpublicschools,2012-03-14T00:00:00,8291
DPR,Facebook,http://www.facebook.com/nycparks,2012-03-14T00:00:00,12979
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,2012-03-14T00:00:00,13815
DOE,Facebook,http://www.facebook.com/NYCschools,2012-03-14T00:00:00,19689
DOH,Facebook,http://www.facebook.com/NYCcondom,2012-03-14T00:00:00,18058
NYC & Co,Facebook,http://www.facebook.com/nycgo,2012-03-14T00:00:00,37751
FDNY,Facebook,http://www.facebook.com/FDNYhome,2012-03-14T00:00:00,74974
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,2012-03-14T00:00:00,13
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,2012-03-14T00:00:00,
DOB,Facebook,http://www.facebook.com/NYCBuildings,2012-03-14T00:00:00,996
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,2012-03-14T00:00:00,92
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,2012-03-14T00:00:00,143
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,2012-03-14T00:00:00,
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,2012-03-14T00:00:00,80
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,2012-03-14T00:00:00,2658
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,2012-03-14T00:00:00,53
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,2012-03-14T00:00:00,1853
MOME,Facebook,http://www.facebook.com/NYCMINY,2012-03-14T00:00:00,
NYC Gov,Facebook,http://www.facebook.com/nycgov,2012-03-14T00:00:00,2674
NYCCFB,Facebook,http://www.facebook.com/nycvotes,2012-03-14T00:00:00,
NYPD,Facebook,https://www.facebook.com/NYPD,2012-03-14T00:00:00,
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,2012-03-14T00:00:00,
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,2012-03-14T00:00:00,
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,2012-03-14T00:00:00,
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,2012-03-14T00:00:00,
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,2012-03-14T00:00:00,227
DEP,Flickr,http://www.flickr.com/photos/nycep,2012-03-14T00:00:00,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,2012-03-14T00:00:00,
DOE,Flickr,http://www.flickr.com/photos/nycschools,2012-03-14T00:00:00,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,2012-03-14T00:00:00,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,2012-03-14T00:00:00,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,2012-03-14T00:00:00,
DSNY,Flickr,http://flickr.com/nycrecyclemore,2012-03-14T00:00:00,
EDC,Flickr,http://www.flickr.com/nycedc,2012-03-14T00:00:00,
FDNY,Flickr,http://www.flickr.com/groups/fdny-ems,2012-03-14T00:00:00,
HHC,Flickr,http://www.flickr.com/hhcnyc,2012-03-14T00:00:00,
LMEC,Flickr,http://www.flickr.com/photos/nyclatinmedia/,2012-03-14T00:00:00,
LPC,Flickr,http://www.flickr.com/photos/nyclandmarks,2012-03-14T00:00:00,
Materials for the Arts,Flickr,http://www.flickr.com/photos/materialsforthearts,2012-03-14T00:00:00,
Mayor's Office,Flickr,http://www.flickr.com/photos/nycmayorsoffice/,2012-03-14T00:00:00,
NYC Digital,Flickr,http://www.flickr.com/photos/nycdigital/,2012-03-14T00:00:00,
NYCHA,Flickr,http://www.flickr.com/photos/nychapics,2012-03-14T00:00:00,
PlaNYC,Flickr,http://www.flickr.com/photos/planyc/,2012-03-14T00:00:00,
Prob,Flickr,http://www.flickr.com/photos/nycprobation/,2012-03-14T00:00:00,
SnowUpdate,Flickr,http://www.flickr.com/groups/1604085@N23/,2012-03-14T00:00:00,
HRA,Flickr,http://www.flickr.com/people/nychra/,2012-03-14T00:00:00,
DSNY,Flickr,http://www.flickr.com/photos/86722064@N03/,2012-03-14T00:00:00,
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,2012-03-14T00:00:00,79
DOH,Foursquare,https://foursquare.com/nychealthy,2012-03-14T00:00:00,84
DOT,Foursquare,http://foursquare.com/user/7474166,2012-03-14T00:00:00,4
DPR,Foursquare,https://foursquare.com/nycparks,2012-03-14T00:00:00,10286
EDC,Foursquare,https://foursquare.com/user/3045331,2012-03-14T00:00:00,19
FDNY,Foursquare,https://foursquare.com/fdny,2012-03-14T00:00:00,
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,2012-03-14T00:00:00,9
NYC Gov,Foursquare,http://foursquare.com/nycgov,2012-03-14T00:00:00,15281
NYC Gov,Foursquare (Badge Unlock),https://foursquare.com/nycgov,2012-03-14T00:00:00,
NYCHA,Foursquare,https://foursquare.com/nycha,2012-03-14T00:00:00,24
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,2012-03-14T00:00:00,
DOT,Instagram,http://web.stagram.com/n/nyc_dot,2012-03-14T00:00:00,
DOH,iPhone,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,2012-03-14T00:00:00,
311,iPhone App,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,2012-03-14T00:00:00,16879
DOH,iPhone app,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,2012-03-14T00:00:00,8041
DSNY,iPhone App,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,2012-03-14T00:00:00,171
DSNY,iPhone App,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,2012-03-14T00:00:00,142
DOT,iPhone app,You The Man,2012-03-14T00:00:00,2635
Mayor's Office,iPhone App,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,2012-03-14T00:00:00,3186
MOME,iPhone App,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,2012-03-14T00:00:00,944
MOME,iPhone App,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,2012-03-14T00:00:00,350
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,2012-03-14T00:00:00,288
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,2012-03-14T00:00:00,1846
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,2012-03-14T00:00:00,18209
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,2012-03-14T00:00:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,2012-03-14T00:00:00,
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,2012-03-14T00:00:00,
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,2012-03-14T00:00:00,
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,2012-03-14T00:00:00,
SBS,Linked-In,http://www.linkedin.com/company/workforce1,2012-03-14T00:00:00,288
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,2012-03-14T00:00:00,130
DOE,Newsletter,,2012-03-14T00:00:00,187180
DOT,Newsletter,,2012-03-14T00:00:00,72614
NYC Digital: external newsletter,Newsletter,,2012-03-14T00:00:00,
NYC Gov,Newsletter,0,2012-03-14T00:00:00,543533
NYCHA,Newsletter,,2012-03-14T00:00:00,
OEM,Newsletter,,2012-03-14T00:00:00,
,nyc.gov,2800000,2012-03-14T00:00:00,
nycgov,Pinterest,http://pinterest.com/nycgov,2012-03-14T00:00:00,
DOH,Pinterest,http://pinterest.com/nychealth,2012-03-14T00:00:00,
FDNY,Pinterest,http://pinterest.com/fdnyhome/,2012-03-14T00:00:00,
DRIS,Pinterest,http://pinterest.com/recordsnyc,2012-03-14T00:00:00,
DOE,SMS,877877,2012-03-14T00:00:00,382
NYCHA,SMS,,2012-03-14T00:00:00,
OEM,SMS,,2012-03-14T00:00:00,61652
NYC Digital,Tumblr,http://nycdigital.tumblr.com,2012-03-14T00:00:00,1657
Change By Us,Tumblr,http://nycchangebyus.tumblr.com/,2012-03-14T00:00:00,
DOB,Tumblr,http://nycbuildings.tumblr.com,2012-03-14T00:00:00,
DOH,Tumblr,http://nychealth.tumblr.com/,2012-03-14T00:00:00,
DOH,Tumblr,http://mygooddognyc.tumblr.com/,2012-03-14T00:00:00,
DOT,Tumblr,http://thedailypothole.tumblr.com ,2012-03-14T00:00:00,406
EDC,Tumblr,http://nycedc.tumblr.com/,2012-03-14T00:00:00,819
HRA,Tumblr,http://nycdads.tumblr.com,2012-03-14T00:00:00,
NYC & Co,Tumblr,nycgo.tumblr.com,2012-03-14T00:00:00,
NYC Digital,Tumblr,madeinny.tumblr.com,2012-03-14T00:00:00,
NYC Digital,Tumblr,http://nycopendata.tumblr.com,2012-03-14T00:00:00,316
NYC Gov,Tumblr,nycgov.tumblr.com,2012-03-14T00:00:00,1900
OEM,Tumblr,http://nyccert.tumblr.com/,2012-03-14T00:00:00,
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,2012-03-14T00:00:00,
OMB,Tumblr,http://nycarra.tumblr.com,2012-03-14T00:00:00,
TLC,Tumblr,http://nyctlc.tumblr.com/,2012-03-14T00:00:00,
OEM,Tumblr,http://oempublicprivate.tumblr.com/,2012-03-14T00:00:00,
DOITT,Tumblr,http://nycdoitt.tumblr.com/,2012-03-14T00:00:00,
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com ,2012-03-14T00:00:00,
FDNY,Tumblr,http://fdny.tumblr.com/,2012-03-14T00:00:00,
SBS,Tumblr,http://nycheighborhoods.tumblr.com,2012-03-14T00:00:00,
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,2012-03-14T00:00:00,12
SBS,Twitter,https://twitter.com/NYCWorkforce1,2012-03-14T00:00:00,336
City Store,Twitter,http://twitter.com/citystorenyc,2012-03-14T00:00:00,161
LPC,Twitter,https://twitter.com/NYCLPC,2012-03-14T00:00:00,405
DOE,Twitter,http://twitter.com/alumny,2012-03-14T00:00:00,152
OEM,Twitter,http://twitter.com/NYCOEM,2012-03-14T00:00:00,138
NYC & Co,Twitter,http://twitter.com/nycgoshop,2012-03-14T00:00:00,319
LMEC,Twitter,http://twitter.com/nyclmew,2012-03-14T00:00:00,312
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,2012-03-14T00:00:00,228
HRA,Twitter,http://twitter.com/nychra,2012-03-14T00:00:00,509
NYC Digital,Twitter,http://twitter.com/nycdigital,2012-03-14T00:00:00,1290
energyNYC,Twitter,http://twitter.com/energy_nyc,2012-03-14T00:00:00,455
DFTA,Twitter,http://twitter.com/NYCaging,2012-03-14T00:00:00,546
DOE,Twitter,http://twitter.com/TheFundforPS,2012-03-14T00:00:00,350
MOPD,Twitter,http://twitter.com/nyc_mopd,2012-03-14T00:00:00,577
NYCCFB,Twitter,http://twitter.com/NYCCFB,2012-03-14T00:00:00,566
EDC,Twitter,http://twitter.com/AppSciNYC,2012-03-14T00:00:00,1103
DOB: Cool Roofs,Twitter,http://twitter.com/nycCoolRoofs,2012-03-14T00:00:00,694
DOE,Twitter,http://twitter.com/nyctf,2012-03-14T00:00:00,668
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,2012-03-14T00:00:00,553
City Charter,Twitter,http://twitter.com/CityCharterNYC,2012-03-14T00:00:00,690
DFTA,Twitter,http://www.twitter.com/timebanksnyc,2012-03-14T00:00:00,778
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,2012-03-14T00:00:00,1210
MOME,Twitter,http://www.twitter.com/madeinny,2012-03-14T00:00:00,1505
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,2012-03-14T00:00:00,1464
DOI,Twitter,http://twitter.com/DOINews,2012-03-14T00:00:00,1619
DCA,Twitter,http://twitter.com/nycdca,2012-03-14T00:00:00,1867
DOE,Twitter,http://twitter.com/iteachnyc,2012-03-14T00:00:00,1447
CAU,Twitter,www.twitter.com/mayorscau,2012-03-14T00:00:00,1757
HHC,Twitter,http://twitter.com/HHCnyc,2012-03-14T00:00:00,2283
MOIA,Twitter,https://twitter.com/NYCimmigrants,2012-03-14T00:00:00,1930
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,2012-03-14T00:00:00,2552
DEP,Twitter,http://twitter.com/nycwater,2012-03-14T00:00:00,2896
DOITT,Twitter,http://twitter.com/nycdoitt,2012-03-14T00:00:00,2888
PlaNYC,Twitter,http://twitter.com/PlaNYC,2012-03-14T00:00:00,3021
DYCD,Twitter,http://twitter.com/nycyouth,2012-03-14T00:00:00,2663
NYCService,Twitter,http://twitter.com/nycservice,2012-03-14T00:00:00,2986
TLC,Twitter,http://twitter.com/NYCTaxi,2012-03-14T00:00:00,3015
DOB,Twitter,http://twitter.com/nyc_buildings,2012-03-14T00:00:00,3536
NYCHA,Twitter,http://twitter.com/NYCHA,2012-03-14T00:00:00,3788
MOME,Twitter,http://www.twitter.com/nyc_media,2012-03-14T00:00:00,6761
EDC,Twitter,http://twitter.com/nycedc,2012-03-14T00:00:00,7255
DOH,Twitter,http://twitter.com/nycHealthy,2012-03-14T00:00:00,7925
NYC Digital,Twitter,http://twitter.com/nycgov,2012-03-14T00:00:00,16370
311,Twitter,http://www.twitter.com/NYCASP,2012-03-14T00:00:00,10139
DOT,Twitter,http://twitter.com/NYC_DOT,2012-03-14T00:00:00,14338
FDNY,Twitter,http://www.twitter.com/FDNY,2012-03-14T00:00:00,24641
DOE,Twitter,http://twitter.com/NYCSchools,2012-03-14T00:00:00,21632
DPR,Twitter,http://twitter.com/NYCParks,2012-03-14T00:00:00,22303
NYPD,Twitter,http://twitter.com/NYPDnews,2012-03-14T00:00:00,30784
311,Twitter,http://www.twitter.com/311NYC,2012-03-14T00:00:00,26234
OEM,Twitter,http://twitter.com/NotifyNYC,2012-03-14T00:00:00,37880
NYC & Co,Twitter,http://twitter.com/nycgo,2012-03-14T00:00:00,52233
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,2012-03-14T00:00:00,63563
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,2012-03-14T00:00:00,977
DHS,Twitter,www.twitter.com/nycdhs,2012-03-14T00:00:00,261
DOF,Twitter,https://twitter.com/nycfinance,2012-03-14T00:00:00,
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,2012-03-14T00:00:00,
DSNY,Twitter,www.twitter.com/nycrecycles,2012-03-14T00:00:00,31
FDNY,Twitter,https://twitter.com/joinFDNY,2012-03-14T00:00:00,1338
Materials for the Arts,Twitter,https://twitter.com/mftanyc,2012-03-14T00:00:00,1795
MOAE,Twitter,http://twitter.com/youcantoonyc,2012-03-14T00:00:00,28
NYC Digital,Twitter,https://twitter.com/nycgob,2012-03-14T00:00:00,
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,2012-03-14T00:00:00,
NYCCFB,Twitter,http://twitter.com/NYCVotes,2012-03-14T00:00:00,
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,2012-03-14T00:00:00,143
Prob,Twitter,www.twitter.com/nycprobation,2012-03-14T00:00:00,102
Vets,Twitter,http://twitter.com/NYCVeterans,2012-03-14T00:00:00,248
DRIS,Twitter,https://twitter.com/NYCRecords,2012-03-14T00:00:00,
YMI,Twitter,http://www.twitter.com/nycyoungmen,2012-03-14T00:00:00,
DOE,Vimeo,http://vimeo.com/nycschools,2012-03-14T00:00:00,
NYCSevereWeather,WordPress,http://nycsevereweather.wordpress.com/,2012-03-14T00:00:00,
311,WordPress,http://311nyc.wordpress.com/,2012-03-14T00:00:00,
DOITT,WordPress,http://nycitymap.wordpress.com/,2012-03-14T00:00:00,
DOITT,WordPress,http://nycitt.wordpress.com/,2012-03-14T00:00:00,
HHS,WordPress,http://hsdatanyc.wordpress.com/,2012-03-14T00:00:00,
HHS,WordPress,http://hsdata-nyc.org,2012-03-14T00:00:00,
LMEC,WordPress,http://lmew.wordpress.com/,2012-03-14T00:00:00,
Materials for the Arts,WordPress,http://mfta.wordpress.com/,2012-03-14T00:00:00,
MOIA,WordPress,http://ihwnyc.wordpress.com,2012-03-14T00:00:00,
SBS,WordPress,http://nycworkforce1partners.wordpress.com/,2012-03-14T00:00:00,
SBS,WordPress,http://workforce1.org,2012-03-14T00:00:00,
SimpliCity,WordPress,http://nycsimplicity.wordpress.com/,2012-03-14T00:00:00,
DOE,YouTube,http://www.youtube.com/thefundforps,2012-03-14T00:00:00,1
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,2012-03-14T00:00:00,
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,2012-03-14T00:00:00,5
Probation,YouTube,http://www.youtube.com/NYCProbation,2012-03-14T00:00:00,7
DOITT,YouTube,http://www.youtube.com/doittnews,2012-03-14T00:00:00,28
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,2012-03-14T00:00:00,14
HRA,YouTube,http://www.youtube.com/user/HRANYC,2012-03-14T00:00:00,23
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,2012-03-14T00:00:00,30
HHC,YouTube,http://www.youtube.com/HHCnyc,2012-03-14T00:00:00,35
DOE,YouTube,http://www.youtube.com/nycschools,2012-03-14T00:00:00,44
DYCD,YouTube,http://www.youtube.com/dycdnyc,2012-03-14T00:00:00,53
OEM,YouTube,http://www.youtube.com/nycoem,2012-03-14T00:00:00,66
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,2012-03-14T00:00:00,85
EDC,YouTube,http://www.youtube.com/NYCEDC,2012-03-14T00:00:00,116
MOME,YouTube,http://www.youtube.com/nycmedia25,2012-03-14T00:00:00,140
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,2012-03-14T00:00:00,231
DOT,YouTube,http://www.youtube.com/NYCDOT,2012-03-14T00:00:00,324
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,2012-03-14T00:00:00,645
NYPD,YouTube,http://www.youtube.com/nypd,2012-03-14T00:00:00,3050
DOH,YouTube,http://www.youtube.com/NYCHealth,2012-03-14T00:00:00,124
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,2012-03-14T00:00:00,1015
Child Services,Youtube,http://www.youtube.com/user/childservices,2012-03-14T00:00:00,
DCA,YouTube,http://www.youtube.com/nycdca,2012-03-14T00:00:00,16
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,2012-03-14T00:00:00,
DOH,Youtube,http://www.youtube.com/user/drinkingsugar,2012-03-14T00:00:00,163
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,2012-03-14T00:00:00,2
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,2012-03-14T00:00:00,
Mayor's Fund,Youtube,http://www.youtube.com/mayorsfundnyc,2012-03-14T00:00:00,
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,2012-03-14T00:00:00,5
NYC Gov,YouTube,http://www.youtube.com/nycgov,2012-03-14T00:00:00,7
NYC Water,Youtube,http://www.youtube.com/nycwater,2012-03-14T00:00:00,
Veteran's Affairs,Youtube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,2012-03-14T00:00:00,
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,2012-03-14T00:00:00,
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,2012-03-14T00:00:00,585
nycgov,Google+,https://plus.google.com/u/0/b/104030911277642419611/104030911277642419611/posts/p/pub,2012-03-14T00:00:00,
TOTAL,TOTAL,TOTAL,2012-03-14T00:00:00,1688764
DOH,Android,Condom Finder,2012-04-09T00:00:00,
DOT,Android,You The Man,2012-04-09T00:00:00,
MOME,Android,MiNY Venor app,2012-04-09T00:00:00,343
DOT,Broadcastr,,2012-04-09T00:00:00,
DPR,Broadcastr,http://beta.broadcastr.com/Echo.html?audioId=670026-4001,2012-04-09T00:00:00,
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,2012-04-09T00:00:00,9
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,2012-04-09T00:00:00,55
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,2012-04-09T00:00:00,92
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,2012-04-09T00:00:00,178
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,2012-04-09T00:00:00,181
MOIA,Facebook,http://www.facebook.com/ihwnyc,2012-04-09T00:00:00,171
City Store,Facebook,http://www.facebook.com/citystorenyc,2012-04-09T00:00:00,214
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,2012-04-09T00:00:00,313
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,2012-04-09T00:00:00,228
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,2012-04-09T00:00:00,309
DOB: UrbanCanvas,Facebook,http://www.facebook.com/NYCurbancanvas,2012-04-09T00:00:00,247
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,2012-04-09T00:00:00,354
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,2012-04-09T00:00:00,276
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,2012-04-09T00:00:00,267
DFTA,Facebook,http://www.facebook.com/timebanksnyc,2012-04-09T00:00:00,291
DOB: Cool Roofs,Facebook,http://www.facebook.com/coolroofs?sk=wall,2012-04-09T00:00:00,323
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,2012-04-09T00:00:00,353
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,2012-04-09T00:00:00,362
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,2012-04-09T00:00:00,350
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,2012-04-09T00:00:00,347
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,2012-04-09T00:00:00,287
Vets,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,2012-04-09T00:00:00,363
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,2012-04-09T00:00:00,302
